ar-VAE_b_0.2_c_50.0_g_0.1_d_10.0_r_0,0.040990106761455536,0.1466049700975418,0.40508002042770386,0.05393245816230774,0.0030538192950189114,0.00043140046182088554,0.04392842575907707,0.1542006880044937,0.05035071820020676
ar-VAE_b_0.2_c_50.0_g_0.1_d_10.0_r_1,0.05252213403582573,0.07705095410346985,0.5169690251350403,0.059489842504262924,0.0860380232334137,0.12550413608551025,0.1867518573999405,0.00018051113875117153,0.3503795862197876
ar-VAE_b_0.2_c_50.0_g_0.1_d_10.0_r_2,0.018915072083473206,0.14820730686187744,0.3131182789802551,0.003720464650541544,0.006608877331018448,0.00017349334666505456,0.026633020490407944,0.0001313409738941118,0.0002544228336773813
ar-VAE_b_0.2_c_50.0_g_1.0_d_10.0_r_0,0.027314646169543266,0.14044338464736938,0.38290196657180786,0.07075998187065125,0.04107202589511871,0.00030337920179590583,0.087290920317173,0.15419559180736542,0.10055524110794067
ar-VAE_b_0.2_c_50.0_g_1.0_d_10.0_r_1,0.064552903175354,0.13796427845954895,0.5114058256149292,0.0017079924000427127,0.0038939332589507103,0.00019896612502634525,0.0002240905596408993,0.00010442126222187653,0.016969991847872734
ar-VAE_b_0.2_c_50.0_g_1.0_d_10.0_r_2,0.011282352730631828,0.13037589192390442,0.31315988302230835,0.12037414312362671,0.09519834816455841,0.00030483445152640343,0.23732209205627441,0.0003348389873281121,0.21102690696716309
ar-VAE_b_0.2_c_50.0_g_10.0_d_10.0_r_0,0.03801944479346275,0.08240967243909836,0.4569575786590576,0.0473315455019474,0.039290860295295715,0.00021590794494841248,0.00033691179123707116,0.026352616026997566,0.00033438275568187237
ar-VAE_b_0.2_c_50.0_g_10.0_d_10.0_r_1,0.0663701742887497,0.11364962160587311,0.5543358325958252,0.0006362781277857721,0.001319173607043922,0.00018971663666889071,0.00022866111248731613,0.00012748535664286464,0.00020086500444449484
ar-VAE_b_0.2_c_50.0_g_10.0_d_10.0_r_2,0.008115969598293304,0.15894685685634613,0.3756548762321472,0.34383973479270935,0.11377111077308655,0.0004968735156580806,0.31624165177345276,0.1669498085975647,0.3688935935497284
beta-VAE_b_0.2_c_50.0_r_0,0.04873098433017731,0.08497128635644913,0.6618468165397644,0.040027376264333725,0.030582301318645477,0.17409683763980865,0.3159199655056,0.3458026945590973,0.3064761459827423
beta-VAE_b_0.2_c_50.0_r_1,0.11474264413118362,0.0754324272274971,0.6444302797317505,0.007768988609313965,0.042802125215530396,0.1336899697780609,0.38350725173950195,0.00603078119456768,0.2920508086681366
beta-VAE_b_0.2_c_50.0_r_2,0.022839825600385666,0.11535932123661041,0.45036008954048157,0.007275374606251717,0.006812283769249916,0.0058868867345154285,0.30336061120033264,0.007244894281029701,0.2466152012348175
beta-VAE_b_1.0_c_50.0_r_0,0.046359095722436905,0.021946366876363754,0.5295888781547546,0.004767933860421181,0.004788260441273451,0.27875053882598877,0.37304580211639404,0.3054650127887726,0.170162171125412
beta-VAE_b_1.0_c_50.0_r_1,0.03476366400718689,0.010529580526053905,0.6605417132377625,0.004309388808906078,0.005220475606620312,0.010451693087816238,0.3941371440887451,0.004494742024689913,0.21669553220272064
beta-VAE_b_1.0_c_50.0_r_2,0.053027164191007614,0.0131711196154356,0.3609146177768707,0.007689896039664745,0.043564993888139725,0.025739921256899834,0.24872921407222748,0.022605804726481438,0.33596667647361755
beta-VAE_b_4.0_c_50.0_r_0,0.04483339190483093,0.009590432979166508,0.1999698132276535,0.005034427158534527,0.011465598829090595,0.3072502613067627,0.546379566192627,0.692540168762207,0.5031569600105286
beta-VAE_b_4.0_c_50.0_r_1,0.02380288578569889,0.008918493054807186,0.1331583708524704,0.004536062013357878,0.007708372548222542,0.2998667359352112,0.5748985409736633,0.037885431200265884,0.6518571972846985
beta-VAE_b_4.0_c_50.0_r_2,0.020239783450961113,0.004449557047337294,0.11692988872528076,0.04611103981733322,0.07178518176078796,0.2615014314651489,0.5544421076774597,0.2711871266365051,0.7583422660827637
interp-VAE_n_1_b_0.2_c_50.0_g_0.1_r_0,0.046005979180336,0.035661693662405014,0.3864135146141052,0.00439120689406991,0.004435466602444649,0.0032716370187699795,0.003017843933776021,0.005038516595959663,0.004273741506040096
interp-VAE_n_1_b_0.2_c_50.0_g_0.1_r_1,0.07021467387676239,0.1260327696800232,0.3340007960796356,0.0069569312036037445,0.022845832630991936,0.001580353477038443,0.05417567119002342,0.0011988247279077768,0.05428152158856392
interp-VAE_n_1_b_0.2_c_50.0_g_0.1_r_2,0.013149598613381386,0.09121675789356232,0.2339499592781067,0.004980740137398243,0.0049957395531237125,0.0020770318806171417,0.005069926846772432,0.0010508501436561346,0.003073100931942463
interp-VAE_n_1_b_0.2_c_50.0_g_1.0_r_0,0.0109792435541749,0.028819270431995392,0.5067444443702698,0.05233617499470711,0.027598019689321518,0.0026390263810753822,0.004814048297703266,0.05918850377202034,0.011364815756678581
interp-VAE_n_1_b_0.2_c_50.0_g_1.0_r_1,0.022877546027302742,0.03075610101222992,0.31411054730415344,0.005676556844264269,0.008699473924934864,0.003736743936315179,0.002591875148937106,0.00026110158069059253,0.002912355586886406
interp-VAE_n_1_b_0.2_c_50.0_g_1.0_r_2,0.007617652416229248,0.026598677039146423,0.15215502679347992,0.010492347180843353,0.011630191467702389,0.0006597484461963177,0.005084900185465813,0.0020779496990144253,0.009274368174374104
interp-VAE_n_1_b_0.2_c_50.0_g_10.0_r_0,0.05756913870573044,0.11207056045532227,0.003727170405909419,0.010274574160575867,0.004613120574504137,0.004577264655381441,0.02360500395298004,0.03567688539624214,0.012459749355912209
interp-VAE_n_1_b_0.2_c_50.0_g_10.0_r_1,0.07045463472604752,0.0030114003457129,0.00757616339251399,0.009288015775382519,0.04198288917541504,0.0068845548667013645,0.007779756095260382,0.0029835025779902935,0.016181299462914467
interp-VAE_n_1_b_0.2_c_50.0_g_10.0_r_2,0.03248344734311104,0.0011713220737874508,0.004695863462984562,0.0056477198377251625,0.01945745199918747,0.0012413893127813935,0.014700314030051231,0.0033429330214858055,0.004812902305275202
s2-VAE_b_0.2_c_50.0_g_0.1_r_0,0.022929441183805466,0.015706926584243774,0.48024362325668335,0.003489058930426836,0.003824042621999979,0.0008941856794990599,0.001242820406332612,0.0018176017329096794,0.0014844622928649187
s2-VAE_b_0.2_c_50.0_g_0.1_r_1,0.04356531426310539,0.009877771139144897,0.5292204022407532,0.10216466337442398,0.10148683935403824,0.0005714672151952982,0.15415295958518982,0.00043772286153398454,0.16930225491523743
s2-VAE_b_0.2_c_50.0_g_0.1_r_2,0.007756825536489487,0.016111774370074272,0.3140834867954254,0.004368883557617664,0.0034275506623089314,0.0005027278093621135,0.0013152898754924536,0.0005459489184431732,0.0009757636580616236
s2-VAE_b_0.2_c_50.0_g_1.0_r_0,0.013476254418492317,0.008864804171025753,0.3624407649040222,0.007655730005353689,0.0022541324142366648,0.0010083536617457867,0.0021171877160668373,0.0007954065804369748,0.0012326338328421116
s2-VAE_b_0.2_c_50.0_g_1.0_r_1,0.02931400015950203,0.002164799952879548,0.4018373191356659,0.01142285205423832,0.004343955311924219,0.0008252335828728974,0.002067366149276495,0.0003793829237110913,0.0010430447291582823
s2-VAE_b_0.2_c_50.0_g_1.0_r_2,0.00825077947229147,0.012365268543362617,0.2521001100540161,0.01620088517665863,0.0033608493395149708,0.000671416986733675,0.0011102041462436318,0.0007001028279773891,0.0015018712729215622
s2-VAE_b_0.2_c_50.0_g_10.0_r_0,0.004601877182722092,0.00580498855561018,0.26052841544151306,0.002477638190612197,0.0017878401558846235,0.00046730597387067974,0.0010103362146764994,0.0011534392833709717,0.0009028061758726835
s2-VAE_b_0.2_c_50.0_g_10.0_r_1,0.006168060004711151,0.002430494176223874,0.1453642100095749,0.061358675360679626,0.056017354130744934,0.0005560015561059117,0.11966773122549057,0.00014617080159951001,0.0847545713186264
s2-VAE_b_0.2_c_50.0_g_10.0_r_2,0.0030932403169572353,0.0027392457704991102,0.0008776508620940149,0.0016843897756189108,0.0022508529946208,0.0002409733715467155,0.0013537900522351265,0.0005583607708103955,0.0024690337013453245
